filename,is_target,score,image_name,K,TP_obj,FP_obj,Cum_TP_obj,Cum_FP_obj,Precision_obj_at_K,Cum_TP_img,Cum_FP_img,Precision_img_at_K
50_Or_011_35.671830__-0.551449_03.2021_CementMixerTrucks_56.npy,True,0.9714066,50_Or_011_35.671830__-0.551449_03.2021,43,1,0,36,7,0.8372093023255814,10,3,0.7692307692307693
50_Or_029_35.642272__-0.594250_03.2021_CementMixerTrucks_84.npy,True,0.97098505,50_Or_029_35.642272__-0.594250_03.2021,44,1,0,37,7,0.8409090909090909,10,3,0.7692307692307693
50_Or_019_35.652627__-0.592862_06.2020_MediumStandard_652.npy,False,0.97000885,50_Or_019_35.652627__-0.592862_06.2020,45,0,1,37,8,0.8222222222222222,10,4,0.7142857142857143
50_Or_035__35.649109__-0.611845_03.2021_MediumStandard_481.npy,False,0.96986717,50_Or_035__35.649109__-0.611845_03.2021,46,0,1,37,9,0.8043478260869565,10,5,0.6666666666666666
50_Or_047__35.675778__-0.670871_03.2025_CementMixerTrucks_37.npy,True,0.9689379,50_Or_047__35.675778__-0.670871_03.2025,47,1,0,38,9,0.8085106382978723,10,5,0.6666666666666666
50_Or_047__35.675778__-0.670871_03.2025_CementMixerTrucks_37.npy,True,0.9689379,50_Or_047__35.675778__-0.670871_03.2025,48,1,0,39,9,0.8125,10,5,0.6666666666666666
50_Or_030_35.642272__-0.594250_04.2025_CementMixerTrucks_72.npy,True,0.967237,50_Or_030_35.642272__-0.594250_04.2025,49,1,0,40,9,0.8163265306122449,10,5,0.6666666666666666
50_Or_019_35.652627__-0.592862_06.2020_MediumStandard_641.npy,False,0.96707344,50_Or_019_35.652627__-0.592862_06.2020,50,0,1,40,10,0.8,10,5,0.6666666666666666
50_Or_031_35.641030__-0.594670_03.2021_CementMixerTrucks_71.npy,True,0.96559876,50_Or_031_35.641030__-0.594670_03.2021,51,1,0,41,10,0.803921568627451,10,5,0.6666666666666666
50_Or_031_35.641030__-0.594670_03.2021_CementMixerTrucks_71.npy,True,0.96559876,50_Or_031_35.641030__-0.594670_03.2021,52,1,0,42,10,0.8076923076923077,10,5,0.6666666666666666
50_Or_019_35.652627__-0.592862_06.2020_MediumStandard_642.npy,False,0.9655205,50_Or_019_35.652627__-0.592862_06.2020,53,0,1,42,11,0.7924528301886793,10,5,0.6666666666666666
50_Or_006_35.658681__-0.534745_01.2022_MediumStandard_149.npy,False,0.96550936,50_Or_006_35.658681__-0.534745_01.2022,54,0,1,42,12,0.7777777777777778,10,5,0.6666666666666666
50_Or_005_35.658681__-0.534745_03.2021_MediumStandard_279.npy,False,0.96529484,50_Or_005_35.658681__-0.534745_03.2021,55,0,1,42,13,0.7636363636363637,10,5,0.6666666666666666
50_Or_030_35.642272__-0.594250_04.2025_CementMixerTrucks_78.npy,True,0.96515393,50_Or_030_35.642272__-0.594250_04.2025,56,1,0,43,13,0.7678571428571429,10,5,0.6666666666666666
50_Or_046__35.675778__-0.670871_06.2022_CementMixerTrucks_2.npy,True,0.9643942,50_Or_046__35.675778__-0.670871_06.2022,57,1,0,44,13,0.7719298245614035,10,5,0.6666666666666666
50_Or_031_35.641030__-0.594670_03.2021_Bulldozers_40.npy,False,0.96404433,50_Or_031_35.641030__-0.594670_03.2021,58,0,1,44,14,0.7586206896551724,10,5,0.6666666666666666
50_Or_030_35.642272__-0.594250_04.2025_CementMixerTrucks_75.npy,True,0.9628053,50_Or_030_35.642272__-0.594250_04.2025,59,1,0,45,14,0.7627118644067796,10,5,0.6666666666666666
50_Or_038__35.676113__-0.617423_06.2022_CementMixerTrucks_108.npy,True,0.96170306,50_Or_038__35.676113__-0.617423_06.2022,60,1,0,46,14,0.7666666666666667,11,5,0.6875
50_Or_032_35.641030__-0.594670_04.2025_CementMixerTrucks_63.npy,True,0.9602309,50_Or_032_35.641030__-0.594670_04.2025,61,1,0,47,14,0.7704918032786885,11,5,0.6875
50_Or_005_35.658681__-0.534745_03.2021_MediumStandard_282.npy,False,0.95926476,50_Or_005_35.658681__-0.534745_03.2021,62,0,1,47,15,0.7580645161290323,11,5,0.6875
50_Or_030_35.642272__-0.594250_04.2025_CementMixerTrucks_76.npy,True,0.95887995,50_Or_030_35.642272__-0.594250_04.2025,63,1,0,48,15,0.7619047619047619,11,5,0.6875
50_Or_030_35.642272__-0.594250_04.2025_CementMixerTrucks_77.npy,True,0.958737,50_Or_030_35.642272__-0.594250_04.2025,64,1,0,49,15,0.765625,11,5,0.6875
50_Or_005_35.658681__-0.534745_03.2021_MediumStandard_277.npy,False,0.95762515,50_Or_005_35.658681__-0.534745_03.2021,65,0,1,49,16,0.7538461538461538,11,5,0.6875
50_Or_047__35.675778__-0.670871_03.2025_MediumStandard_184.npy,False,0.95741814,50_Or_047__35.675778__-0.670871_03.2025,66,0,1,49,17,0.7424242424242424,11,5,0.6875
50_Or_019_35.652627__-0.592862_06.2020_MediumStandard_651.npy,False,0.95442057,50_Or_019_35.652627__-0.592862_06.2020,67,0,1,49,18,0.7313432835820896,11,5,0.6875
50_Or_011_35.671830__-0.551449_03.2021_CementMixerTrucks_50.npy,True,0.9532379,50_Or_011_35.671830__-0.551449_03.2021,68,1,0,50,18,0.7352941176470589,11,5,0.6875
50_Or_005_35.658681__-0.534745_03.2021_CementMixerTrucks_61.npy,True,0.9529426,50_Or_005_35.658681__-0.534745_03.2021,69,1,0,51,18,0.7391304347826086,11,5,0.6875
50_Or_005_35.658681__-0.534745_03.2021_CementMixerTrucks_61.npy,True,0.9529426,50_Or_005_35.658681__-0.534745_03.2021,70,1,0,52,18,0.7428571428571429,11,5,0.6875
50_Or_098__35.913750__0.147933__11.2021_MediumStandard_526.npy,False,0.94688284,50_Or_098__35.913750__0.147933__11.2021,71,0,1,52,19,0.7323943661971831,11,6,0.6470588235294118
50_Or_036__35.649109__-0.611845_06.2022_CementMixerTrucks_34.npy,True,0.9444028,50_Or_036__35.649109__-0.611845_06.2022,72,1,0,53,19,0.7361111111111112,12,6,0.6666666666666666
50_Or_006_35.658681__-0.534745_01.2022_MediumSmall_18.npy,False,0.9442301,50_Or_006_35.658681__-0.534745_01.2022,73,0,1,53,20,0.726027397260274,12,6,0.6666666666666666
50_Or_047__35.675778__-0.670871_03.2025_CementMixerTrucks_42.npy,True,0.9412361,50_Or_047__35.675778__-0.670871_03.2025,74,1,0,54,20,0.7297297297297297,12,6,0.6666666666666666
50_Or_047__35.675778__-0.670871_03.2025_CementMixerTrucks_42.npy,True,0.9412361,50_Or_047__35.675778__-0.670871_03.2025,75,1,0,55,20,0.7333333333333333,12,6,0.6666666666666666
50_Or_019_35.652627__-0.592862_06.2020_MediumStandard_631.npy,False,0.93933165,50_Or_019_35.652627__-0.592862_06.2020,76,0,1,55,21,0.7236842105263158,12,6,0.6666666666666666
50_Or_006_35.658681__-0.534745_01.2022_MediumStandard_158.npy,False,0.9383062,50_Or_006_35.658681__-0.534745_01.2022,77,0,1,55,22,0.7142857142857143,12,6,0.6666666666666666
50_Or_006_35.658681__-0.534745_01.2022_MediumStandard_160.npy,False,0.9351319,50_Or_006_35.658681__-0.534745_01.2022,78,0,1,55,23,0.7051282051282052,12,6,0.6666666666666666
50_Or_096__34.700833__3.307971__03.2025_HeavyDuty_118.npy,False,0.9290793,50_Or_096__34.700833__3.307971__03.2025,79,0,1,55,24,0.6962025316455697,12,6,0.6666666666666666
50_Or_047__35.675778__-0.670871_03.2025_CementMixerTrucks_38.npy,True,0.92651486,50_Or_047__35.675778__-0.670871_03.2025,80,1,0,56,24,0.7,12,6,0.6666666666666666
50_Or_047__35.675778__-0.670871_03.2025_CementMixerTrucks_38.npy,True,0.92651486,50_Or_047__35.675778__-0.670871_03.2025,81,1,0,57,24,0.7037037037037037,12,6,0.6666666666666666
50_Or_069__35.715136__-0.480888_01.2022_CementMixerTrucks_88.npy,True,0.92624736,50_Or_069__35.715136__-0.480888_01.2022,82,1,0,58,24,0.7073170731707317,13,5,0.7222222222222222
50_Or_069__35.715136__-0.480888_01.2022_CementMixerTrucks_88.npy,True,0.92624736,50_Or_069__35.715136__-0.480888_01.2022,83,1,0,59,24,0.7108433734939759,13,5,0.7222222222222222
50_Or_052__35.710191__-0.636511_06.2020_Other_81.npy,False,0.92593765,50_Or_052__35.710191__-0.636511_06.2020,84,0,1,59,25,0.7023809523809523,13,6,0.6842105263157895
50_Or_006_35.658681__-0.534745_01.2022_MediumStandard_153.npy,False,0.9241778,50_Or_006_35.658681__-0.534745_01.2022,85,0,1,59,26,0.6941176470588235,13,6,0.6842105263157895
50_Or_006_35.658681__-0.534745_01.2022_MediumStandard_143.npy,False,0.9220364,50_Or_006_35.658681__-0.534745_01.2022,86,0,1,59,27,0.686046511627907,13,6,0.6842105263157895
50_Or_047__35.675778__-0.670871_03.2025_CementMixerTrucks_35.npy,True,0.92165583,50_Or_047__35.675778__-0.670871_03.2025,87,1,0,60,27,0.6896551724137931,13,6,0.6842105263157895
50_Or_047__35.675778__-0.670871_03.2025_CementMixerTrucks_35.npy,True,0.92165583,50_Or_047__35.675778__-0.670871_03.2025,88,1,0,61,27,0.6931818181818182,13,6,0.6842105263157895
50_Or_020_35.652627__-0.592862_03.2021_MediumStandard_464.npy,False,0.919392,50_Or_020_35.652627__-0.592862_03.2021,89,0,1,61,28,0.6853932584269663,13,7,0.65
50_Or_021_35.652627__-0.592862_06.2022_MediumStandard_235.npy,False,0.919392,50_Or_021_35.652627__-0.592862_06.2022,90,0,1,61,29,0.6777777777777778,13,8,0.6190476190476191
50_Or_019_35.652627__-0.592862_06.2020_MediumStandard_643.npy,False,0.9183328,50_Or_019_35.652627__-0.592862_06.2020,91,0,1,61,30,0.6703296703296703,13,8,0.6190476190476191
50_Or_005_35.658681__-0.534745_03.2021_CementMixerTrucks_62.npy,True,0.9181005,50_Or_005_35.658681__-0.534745_03.2021,92,1,0,62,30,0.6739130434782609,13,8,0.6190476190476191
50_Or_005_35.658681__-0.534745_03.2021_CementMixerTrucks_62.npy,True,0.9181005,50_Or_005_35.658681__-0.534745_03.2021,93,1,0,63,30,0.6774193548387096,13,8,0.6190476190476191
50_Or_006_35.658681__-0.534745_01.2022_MediumStandard_147.npy,False,0.9173793,50_Or_006_35.658681__-0.534745_01.2022,94,0,1,63,31,0.6702127659574468,13,8,0.6190476190476191
50_Or_096__34.700833__3.307971__03.2025_MediumStandard_348.npy,False,0.9164406,50_Or_096__34.700833__3.307971__03.2025,95,0,1,63,32,0.6631578947368421,13,8,0.6190476190476191
50_Or_071__35.715136__-0.480888_04.2023_TruckTractor_263.npy,False,0.91543734,50_Or_071__35.715136__-0.480888_04.2023,96,0,1,63,33,0.65625,13,9,0.5909090909090909
50_Or_019_35.652627__-0.592862_06.2020_MediumStandard_637.npy,False,0.91277266,50_Or_019_35.652627__-0.592862_06.2020,97,0,1,63,34,0.6494845360824743,13,9,0.5909090909090909
50_Or_096__34.700833__3.307971__03.2025_HeavyDuty_117.npy,False,0.91180795,50_Or_096__34.700833__3.307971__03.2025,98,0,1,63,35,0.6428571428571429,13,9,0.5909090909090909
50_Or_006_35.658681__-0.534745_01.2022_MediumStandard_154.npy,False,0.90692836,50_Or_006_35.658681__-0.534745_01.2022,99,0,1,63,36,0.6363636363636364,13,9,0.5909090909090909
50_Or_019_35.652627__-0.592862_06.2020_MediumStandard_632.npy,False,0.9048343,50_Or_019_35.652627__-0.592862_06.2020,100,0,1,63,37,0.63,13,9,0.5909090909090909
50_Or_052__35.710191__-0.636511_06.2020_MediumStandard_316.npy,False,0.90021074,50_Or_052__35.710191__-0.636511_06.2020,101,0,1,63,38,0.6237623762376238,13,9,0.5909090909090909
50_Or_019_35.652627__-0.592862_06.2020_MediumStandard_639.npy,False,0.89906317,50_Or_019_35.652627__-0.592862_06.2020,102,0,1,63,39,0.6176470588235294,13,9,0.5909090909090909
50_Or_019_35.652627__-0.592862_06.2020_MediumStandard_654.npy,False,0.8985435,50_Or_019_35.652627__-0.592862_06.2020,103,0,1,63,40,0.6116504854368932,13,9,0.5909090909090909
50_Or_069__35.715136__-0.480888_01.2022_MediumStandard_519.npy,False,0.89659613,50_Or_069__35.715136__-0.480888_01.2022,104,0,1,63,41,0.6057692307692307,13,9,0.5909090909090909
50_Or_025_35.651734__-0.595641_06.2020_CementMixerTrucks_96.npy,True,0.8956393,50_Or_025_35.651734__-0.595641_06.2020,105,1,0,64,41,0.6095238095238096,14,9,0.6086956521739131
50_Or_025_35.651734__-0.595641_06.2020_CementMixerTrucks_96.npy,True,0.8956393,50_Or_025_35.651734__-0.595641_06.2020,106,1,0,65,41,0.6132075471698113,14,9,0.6086956521739131
50_Or_045__35.678830__-0.621677_03.2025_MediumStandard_220.npy,False,0.89497864,50_Or_045__35.678830__-0.621677_03.2025,107,0,1,65,42,0.6074766355140186,14,10,0.5833333333333334
50_Or_006_35.658681__-0.534745_01.2022_MediumStandard_163.npy,False,0.8927443,50_Or_006_35.658681__-0.534745_01.2022,108,0,1,65,43,0.6018518518518519,14,10,0.5833333333333334
50_Or_047__35.675778__-0.670871_03.2025_MediumStandard_179.npy,False,0.8926469,50_Or_047__35.675778__-0.670871_03.2025,109,0,1,65,44,0.5963302752293578,14,10,0.5833333333333334
50_Or_005_35.658681__-0.534745_03.2021_Bulldozers_25.npy,False,0.89137113,50_Or_005_35.658681__-0.534745_03.2021,110,0,1,65,45,0.5909090909090909,14,10,0.5833333333333334
50_Or_019_35.652627__-0.592862_06.2020_MediumStandard_650.npy,False,0.8904871,50_Or_019_35.652627__-0.592862_06.2020,111,0,1,65,46,0.5855855855855856,14,10,0.5833333333333334
50_Or_006_35.658681__-0.534745_01.2022_MediumStandard_161.npy,False,0.8885912,50_Or_006_35.658681__-0.534745_01.2022,112,0,1,65,47,0.5803571428571429,14,10,0.5833333333333334
50_Or_047__35.675778__-0.670871_03.2025_CementMixerTrucks_41.npy,True,0.88652337,50_Or_047__35.675778__-0.670871_03.2025,113,1,0,66,47,0.584070796460177,14,10,0.5833333333333334
50_Or_047__35.675778__-0.670871_03.2025_CementMixerTrucks_41.npy,True,0.88652337,50_Or_047__35.675778__-0.670871_03.2025,114,1,0,67,47,0.5877192982456141,14,10,0.5833333333333334
50_Or_005_35.658681__-0.534745_03.2021_MediumStandard_281.npy,False,0.88537323,50_Or_005_35.658681__-0.534745_03.2021,115,0,1,67,48,0.5826086956521739,14,10,0.5833333333333334
50_Or_005_35.658681__-0.534745_03.2021_MediumStandard_280.npy,False,0.88523895,50_Or_005_35.658681__-0.534745_03.2021,116,0,1,67,49,0.5775862068965517,14,10,0.5833333333333334
50_Or_005_35.658681__-0.534745_03.2021_MediumStandard_285.npy,False,0.8852185,50_Or_005_35.658681__-0.534745_03.2021,117,0,1,67,50,0.5726495726495726,14,10,0.5833333333333334
50_Or_052__35.710191__-0.636511_06.2020_MediumStandard_297.npy,False,0.88464814,50_Or_052__35.710191__-0.636511_06.2020,118,0,1,67,51,0.5677966101694916,14,10,0.5833333333333334
50_Or_052__35.710191__-0.636511_06.2020_MediumStandard_310.npy,False,0.8836967,50_Or_052__35.710191__-0.636511_06.2020,119,0,1,67,52,0.5630252100840336,14,10,0.5833333333333334
50_Or_047__35.675778__-0.670871_03.2025_CementMixerTrucks_39.npy,True,0.8830076,50_Or_047__35.675778__-0.670871_03.2025,120,1,0,68,52,0.5666666666666667,14,10,0.5833333333333334
50_Or_047__35.675778__-0.670871_03.2025_CementMixerTrucks_39.npy,True,0.8830076,50_Or_047__35.675778__-0.670871_03.2025,121,1,0,69,52,0.5702479338842975,14,10,0.5833333333333334
50_Or_047__35.675778__-0.670871_03.2025_CementMixerTrucks_36.npy,True,0.8828076,50_Or_047__35.675778__-0.670871_03.2025,122,1,0,70,52,0.5737704918032787,14,10,0.5833333333333334
50_Or_047__35.675778__-0.670871_03.2025_CementMixerTrucks_36.npy,True,0.8828076,50_Or_047__35.675778__-0.670871_03.2025,123,1,0,71,52,0.5772357723577236,14,10,0.5833333333333334
50_Or_031_35.641030__-0.594670_03.2021_Other_90.npy,False,0.8807217,50_Or_031_35.641030__-0.594670_03.2021,124,0,1,71,53,0.5725806451612904,14,10,0.5833333333333334
50_Or_069__35.715136__-0.480888_01.2022_CementMixerTrucks_93.npy,True,0.87862825,50_Or_069__35.715136__-0.480888_01.2022,125,1,0,72,53,0.576,14,10,0.5833333333333334
50_Or_069__35.715136__-0.480888_01.2022_CementMixerTrucks_93.npy,True,0.87862825,50_Or_069__35.715136__-0.480888_01.2022,126,1,0,73,53,0.5793650793650794,14,10,0.5833333333333334
50_Or_052__35.710191__-0.636511_06.2020_MediumStandard_317.npy,False,0.8776171,50_Or_052__35.710191__-0.636511_06.2020,127,0,1,73,54,0.5748031496062992,14,10,0.5833333333333334
50_Or_019_35.652627__-0.592862_06.2020_HeavyDuty_179.npy,False,0.87741506,50_Or_019_35.652627__-0.592862_06.2020,128,0,1,73,55,0.5703125,14,10,0.5833333333333334
50_Or_025_35.651734__-0.595641_06.2020_CementMixerTrucks_94.npy,True,0.87285286,50_Or_025_35.651734__-0.595641_06.2020,129,1,0,74,55,0.5736434108527132,14,10,0.5833333333333334
50_Or_025_35.651734__-0.595641_06.2020_CementMixerTrucks_94.npy,True,0.87285286,50_Or_025_35.651734__-0.595641_06.2020,130,1,0,75,55,0.5769230769230769,14,10,0.5833333333333334
50_Or_035__35.649109__-0.611845_03.2021_MediumStandard_488.npy,False,0.87241244,50_Or_035__35.649109__-0.611845_03.2021,131,0,1,75,56,0.5725190839694656,14,10,0.5833333333333334
50_Or_019_35.652627__-0.592862_06.2020_MediumStandard_653.npy,False,0.8722675,50_Or_019_35.652627__-0.592862_06.2020,132,0,1,75,57,0.5681818181818182,14,10,0.5833333333333334
50_Or_005_35.658681__-0.534745_03.2021_MediumStandard_283.npy,False,0.87178653,50_Or_005_35.658681__-0.534745_03.2021,133,0,1,75,58,0.5639097744360902,14,10,0.5833333333333334
50_Or_006_35.658681__-0.534745_01.2022_HeavyDuty_29.npy,False,0.8714032,50_Or_006_35.658681__-0.534745_01.2022,134,0,1,75,59,0.5597014925373134,14,10,0.5833333333333334
50_Or_005_35.658681__-0.534745_03.2021_MediumStandard_276.npy,False,0.87076944,50_Or_005_35.658681__-0.534745_03.2021,135,0,1,75,60,0.5555555555555556,14,10,0.5833333333333334
50_Or_096__34.700833__3.307971__03.2025_MediumStandard_354.npy,False,0.87024504,50_Or_096__34.700833__3.307971__03.2025,136,0,1,75,61,0.5514705882352942,14,10,0.5833333333333334
50_Or_098__35.913750__0.147933__11.2021_MediumStandard_537.npy,False,0.86999714,50_Or_098__35.913750__0.147933__11.2021,137,0,1,75,62,0.5474452554744526,14,10,0.5833333333333334
50_Or_021_35.652627__-0.592862_06.2022_MediumStandard_242.npy,False,0.8606595,50_Or_021_35.652627__-0.592862_06.2022,138,0,1,75,63,0.5434782608695652,14,10,0.5833333333333334
50_Or_020_35.652627__-0.592862_03.2021_MediumStandard_471.npy,False,0.8606595,50_Or_020_35.652627__-0.592862_03.2021,139,0,1,75,64,0.539568345323741,14,10,0.5833333333333334
50_Or_069__35.715136__-0.480888_01.2022_CementMixerTrucks_90.npy,True,0.8595481,50_Or_069__35.715136__-0.480888_01.2022,140,1,0,76,64,0.5428571428571428,14,10,0.5833333333333334
50_Or_069__35.715136__-0.480888_01.2022_CementMixerTrucks_90.npy,True,0.8595481,50_Or_069__35.715136__-0.480888_01.2022,141,1,0,77,64,0.5460992907801419,14,10,0.5833333333333334
